,Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
3312,4104,Hannah,35.0,Male,user4993@gmail.com,Invalid,50000.0,4,2024-01-26,Bronze,Excellent
3324,4765,Bob,25.0,Male,user3240@gmail.com,+234803023602,70000.0,17,2024-02-07,Gold,Bad
3329,8644,Frank,25.0,Female,user3021@gmail.com,+234803247664,50000.0,16,2024-02-12,VIP,Average
3336,5456,Hannah,35.0,Female,user3764@gmail.com,+234803539110,404993.47896967723,1,2024-02-19,VIP,Excellent
3337,7361,Frank,40.0,Female,user1749@gmail.com,+234804003440,150000.0,12,2024-02-20,Platinum,Poor
3351,6755,Charlie,18.0,Female,user4461@gmail.com,+234802054553,150000.0,6,2024-03-05,VIP,Average
3353,5117,Charlie,30.0,Female,user2484@gmail.com,+234806440480,70000.0,17,2024-03-07,Silver,Poor
3364,8519,Bob,60.0,Female,user3702@gmail.com,+234802824961,1000000.0,4,2024-03-18,Silver,Bad
3368,3305,Alice,22.0,Female,user2876@gmail.com,+234805839582,1000000.0,13,2024-03-22,Gold,Poor
3372,5757,Hannah,30.0,Female,user2577@gmail.com,+234801079045,150000.0,7,2024-03-26,VIP,Excellent
3387,2920,Bob,18.0,Female,user3420@gmail.com,+234803056096,70000.0,9,2024-04-10,Platinum,Excellent
3388,8817,Eve,35.0,Male,user3209@gmail.com,+234801138415,100000.0,5,2024-04-11,Gold,Excellent
3394,5937,Grace,25.0,Male,user2436@gmail.com,+234804391846,404993.47896967723,3,2024-04-17,Gold,Poor
3397,3101,Bob,60.0,Female,user3458@gmail.com,+234809760412,150000.0,3,2024-04-20,Gold,Average
3406,9089,David,30.0,Male,user18@gmail.com,+234806395897,30000.0,19,2024-04-29,Gold,Poor
3411,5017,Charlie,30.0,Male,user1774@gmail.com,+234807564287,50000.0,16,2024-05-04,Bronze,Bad
3413,9342,Frank,22.0,Male,user2304@gmail.com,+234806806413,70000.0,5,2024-05-06,Platinum,Bad
3420,5164,Grace,35.0,Male,user3651@gmail.com,+234805964987,404993.47896967723,2,2024-05-13,Platinum,Good
3423,5897,Hannah,30.0,Female,user3809@gmail.com,+234807015037,100000.0,8,2024-05-16,VIP,Poor
3426,4901,Bob,30.0,Female,user1418@gmail.com,+234808731749,70000.0,3,2024-05-19,Silver,Good
3427,2337,Bob,35.0,Female,user1083@gmail.com,+234809998981,1000000.0,19,2024-05-20,Gold,Excellent
3428,2184,David,22.0,Male,user4046@gmail.com,+234805809686,30000.0,0,2024-05-21,Gold,Bad
3431,2629,David,30.0,Male,user2681@gmail.com,+234805898424,70000.0,17,2024-05-24,Bronze,Poor
3436,8610,Bob,50.0,Female,user4970@gmail.com,Invalid,70000.0,5,2024-05-29,VIP,Good
3437,2993,Frank,60.0,Male,user462@gmail.com,+234807700439,100000.0,2,2024-05-30,Silver,Good
3441,1690,Charlie,25.0,Male,user4578@gmail.com,+234801267327,30000.0,11,2024-06-03,VIP,Average
3442,9685,Eve,35.0,Male,user2885@gmail.com,+234803448286,30000.0,5,2024-06-04,Bronze,Excellent
3445,8240,Eve,30.0,Female,user4186@gmail.com,+234803431282,1000000.0,6,2024-06-07,Bronze,Excellent
3449,6488,Eve,30.0,Male,user787@gmail.com,+234802679111,100000.0,15,2024-06-11,VIP,Poor
3450,5027,Grace,18.0,Male,user2250@gmail.com,+234801642155,1000000.0,7,2024-06-12,Silver,Bad
3452,5744,Eve,60.0,Male,user2308@gmail.com,+234807858858,100000.0,14,2024-06-14,Gold,Bad
3460,9933,Grace,30.0,Female,user2529@gmail.com,+234806873179,50000.0,18,2024-06-22,Gold,Bad
3463,6738,Eve,30.0,Female,user1485@gmail.com,+234803935528,70000.0,15,2024-06-25,Gold,Good
3466,9033,Hannah,30.0,Female,user2392@gmail.com,+234801473463,30000.0,7,2024-06-28,Bronze,Average
3469,8352,Alice,30.0,Female,user4711@gmail.com,Invalid,100000.0,12,2024-07-01,VIP,Bad
3473,5970,Charlie,30.0,Male,user2845@gmail.com,Invalid,70000.0,2,2024-07-05,Gold,Excellent
3478,9312,Hannah,30.0,Female,user4843@gmail.com,+234801709077,30000.0,5,2024-07-10,VIP,Good
3479,8552,Grace,35.0,Male,user2969@gmail.com,+234808194307,150000.0,14,2024-07-11,Platinum,Average
3483,3032,Bob,50.0,Male,user3769@gmail.com,+234802292966,100000.0,8,2024-07-15,Silver,Average
3491,3187,Eve,40.0,Male,user1257@gmail.com,+234808229253,70000.0,0,2024-07-23,Silver,Excellent
3492,3330,Charlie,40.0,Female,user4094@gmail.com,+234807451979,404993.47896967723,3,2024-07-24,Gold,Good
3494,4606,Eve,18.0,Male,user2115@gmail.com,+234809764605,1000000.0,1,2024-07-26,VIP,Excellent
3496,1060,Eve,22.0,Female,user2773@gmail.com,+234802972989,150000.0,4,2024-07-28,VIP,Average
3497,4927,Charlie,25.0,Male,user1896@gmail.com,Invalid,30000.0,6,2024-07-29,Silver,Poor
3502,2200,David,40.0,Male,user3428@gmail.com,+234809147441,150000.0,0,2024-08-03,VIP,Good
3503,3854,Grace,25.0,Male,user2314@gmail.com,+234802951819,30000.0,0,2024-08-04,Bronze,Good
3507,2029,Bob,18.0,Female,user3315@gmail.com,+234801190511,50000.0,17,2024-08-08,Silver,Bad
3512,1086,Hannah,60.0,Male,user2867@gmail.com,+234802075048,1000000.0,13,2024-08-13,Bronze,Bad
3515,7968,David,35.0,Male,user1110@gmail.com,+234807766772,150000.0,1,2024-08-16,Bronze,Average
3516,3773,Grace,30.0,Male,user270@gmail.com,+234808337929,30000.0,4,2024-08-17,Bronze,Bad
3526,5545,Bob,18.0,Female,user1534@gmail.com,+234808902022,1000000.0,14,2024-08-27,Platinum,Good
3527,9676,Bob,18.0,Male,user3480@gmail.com,+234807975943,150000.0,19,2024-08-28,Gold,Excellent
3532,5733,Grace,30.0,Male,user548@gmail.com,+234809662846,404993.47896967723,15,2024-09-02,Platinum,Good
3537,2673,Eve,60.0,Female,user404@gmail.com,+234805697543,1000000.0,8,2024-09-07,VIP,Good
3539,8178,Charlie,40.0,Male,user1281@gmail.com,+234805038926,1000000.0,17,2024-09-09,Silver,Good
3543,4453,Frank,60.0,Female,user457@gmail.com,+234802527578,50000.0,0,2024-09-13,Bronze,Bad
3550,4005,Charlie,50.0,Male,user3434@gmail.com,+234809562065,1000000.0,13,2024-09-20,Silver,Poor
3552,1018,Frank,22.0,Male,user778@gmail.com,+234804300496,30000.0,9,2024-09-22,Bronze,Poor
3553,3242,Hannah,25.0,Female,user3777@gmail.com,+234803720943,404993.47896967723,17,2024-09-23,Silver,Average
3560,7901,Hannah,30.0,Female,user1798@gmail.com,+234804813088,70000.0,12,2024-09-30,Bronze,Average
3562,5188,Alice,35.0,Male,user1846@gmail.com,+234804850781,404993.47896967723,19,2024-10-02,Bronze,Poor
3564,1204,Eve,18.0,Female,user449@gmail.com,+234805283429,70000.0,2,2024-10-04,Platinum,Average
3567,5390,Eve,60.0,Female,user3855@gmail.com,+234807332404,70000.0,13,2024-10-07,Bronze,Average
3569,5951,Frank,30.0,Female,user4685@gmail.com,+234801234334,70000.0,9,2024-10-09,Silver,Bad
3577,7314,Alice,60.0,Male,user746@gmail.com,+234809339311,30000.0,5,2024-10-17,Platinum,Bad
3580,8374,Bob,22.0,Male,user1088@gmail.com,+234802639857,100000.0,7,2024-10-20,Silver,Bad
3583,7811,Charlie,30.0,Female,user2409@gmail.com,+234807325976,1000000.0,12,2024-10-23,Silver,Bad
3585,4904,Alice,60.0,Female,user4240@gmail.com,+234807612911,50000.0,17,2024-10-25,Platinum,Average
3590,1717,Bob,50.0,Female,user3965@gmail.com,Invalid,70000.0,12,2024-10-30,Bronze,Good
3592,1658,David,18.0,Male,user2715@gmail.com,+234803552800,404993.47896967723,15,2024-11-01,Silver,Poor
3598,5637,Alice,25.0,Male,user3962@gmail.com,+234808326697,100000.0,19,2024-11-07,Gold,Excellent
3603,9385,Eve,18.0,Male,user3418@gmail.com,+234809393005,1000000.0,14,2024-11-12,VIP,Excellent
3604,4719,Eve,50.0,Male,user2592@gmail.com,+234805066401,50000.0,12,2024-11-13,Bronze,Poor
3605,3581,Charlie,35.0,Male,user4513@gmail.com,+234808721359,70000.0,4,2024-11-14,Gold,Excellent
3609,6991,Frank,22.0,Male,user115@gmail.com,+234808889616,1000000.0,14,2024-11-18,Gold,Good
3612,5780,Alice,50.0,Female,user4509@gmail.com,+234803571969,1000000.0,15,2024-11-21,Gold,Poor
3615,3604,Bob,22.0,Male,user1304@gmail.com,+234807430357,30000.0,10,2024-11-24,Bronze,Good
3622,9397,David,18.0,Male,user1033@gmail.com,+234804190509,404993.47896967723,0,2024-12-01,VIP,Good
3625,8739,Frank,40.0,Male,user3935@gmail.com,+234804909002,150000.0,12,2024-12-04,Silver,Bad
3631,1897,Bob,25.0,Male,user2777@gmail.com,+234803165781,30000.0,18,2024-12-10,Platinum,Poor
3637,6255,Alice,60.0,Female,user778@gmail.com,Invalid,404993.47896967723,9,2024-12-16,Bronze,Average
3639,7457,Charlie,25.0,Female,user3944@gmail.com,+234802211415,50000.0,13,2024-12-18,Bronze,Average
3642,3854,Alice,18.0,Female,user1772@gmail.com,+234802472022,30000.0,1,2024-12-21,VIP,Good
3643,4792,Frank,35.0,Female,user1915@gmail.com,+234807072254,30000.0,7,2024-12-22,Silver,Bad
3645,8871,Charlie,40.0,Female,user195@gmail.com,+234805764423,30000.0,0,2024-12-24,Platinum,Good
3652,9411,Hannah,30.0,Male,user4324@gmail.com,+234807584359,1000000.0,10,2024-12-31,VIP,Poor
3653,2925,Charlie,60.0,Male,user383@gmail.com,+234806105502,70000.0,7,2025-01-01,Gold,Bad
3654,3972,Hannah,25.0,Female,user818@gmail.com,+234807359135,70000.0,16,2025-01-02,Bronze,Average
3657,9995,Grace,30.0,Male,user4023@gmail.com,+234808486717,150000.0,2,2025-01-05,Platinum,Poor
3669,6944,Frank,35.0,Female,user4891@gmail.com,+234801690565,404993.47896967723,10,2025-01-17,Gold,Excellent
3675,4278,Alice,35.0,Female,user401@gmail.com,+234807737302,70000.0,6,2025-01-23,VIP,Excellent
3682,5886,Bob,30.0,Male,user4579@gmail.com,+234808602500,1000000.0,0,2025-01-30,Gold,Poor
3685,5334,Charlie,60.0,Female,user332@gmail.com,+234803062783,150000.0,9,2025-02-02,Bronze,Excellent
3689,7111,David,35.0,Female,user3504@gmail.com,+234805801885,404993.47896967723,1,2025-02-06,VIP,Bad
3691,1922,Alice,18.0,Male,user4238@gmail.com,+234803317850,30000.0,2,2025-02-08,VIP,Bad
3692,3915,David,50.0,Male,user307@gmail.com,+234806481098,30000.0,4,2025-02-09,Bronze,Good
3694,4046,Alice,60.0,Female,user4810@gmail.com,+234804768635,50000.0,12,2025-02-11,Platinum,Excellent
3705,3581,David,30.0,Female,user4592@gmail.com,+234804360600,70000.0,4,2025-02-22,Bronze,Poor
3710,3875,Eve,30.0,Female,user1050@gmail.com,+234809282383,404993.47896967723,14,2025-02-27,Gold,Bad
3711,4191,David,50.0,Male,user3482@gmail.com,+234809350879,50000.0,1,2025-02-28,Bronze,Bad
3727,7623,Grace,35.0,Male,user921@gmail.com,+234807910439,50000.0,0,2025-03-16,VIP,Bad
3731,7396,Charlie,40.0,Male,user3692@gmail.com,+234802589342,150000.0,3,2025-03-20,Platinum,Excellent
3733,3850,Hannah,30.0,Female,user1907@gmail.com,Invalid,50000.0,0,2025-03-22,Silver,Good
3734,3964,David,22.0,Male,user864@gmail.com,+234807081836,30000.0,15,2025-03-23,Platinum,Poor
3737,3850,Hannah,22.0,Female,user684@gmail.com,+234801175770,1000000.0,3,2025-03-26,Bronze,Good
3742,1991,David,60.0,Male,user2291@gmail.com,+234808723789,150000.0,10,2025-03-31,Platinum,Bad
3747,9706,Frank,30.0,Female,user4445@gmail.com,+234804459033,150000.0,1,2025-04-05,VIP,Poor
3755,8082,Frank,18.0,Female,user2161@gmail.com,+234808412959,404993.47896967723,0,2025-04-13,Silver,Poor
3760,1650,Grace,18.0,Female,user3626@gmail.com,+234803636206,30000.0,0,2025-04-18,VIP,Excellent
3763,3587,Alice,60.0,Female,user3137@gmail.com,+234801115023,1000000.0,4,2025-04-21,VIP,Poor
3774,5383,Alice,60.0,Male,user3658@gmail.com,+234807232706,50000.0,9,2025-05-02,Bronze,Good
3776,4226,Grace,60.0,Male,user1347@gmail.com,+234802766642,100000.0,14,2025-05-04,Gold,Good
3787,8427,Charlie,50.0,Male,user3584@gmail.com,+234801339550,404993.47896967723,7,2025-05-15,Silver,Good
3789,2678,David,35.0,Female,user270@gmail.com,+234805708725,30000.0,19,2025-05-17,Platinum,Good
3791,8086,Bob,30.0,Male,user1531@gmail.com,+234804423657,1000000.0,14,2025-05-19,Gold,Average
3796,9566,Charlie,22.0,Male,user3731@gmail.com,+234803347172,404993.47896967723,10,2025-05-24,Silver,Good
3797,8226,Grace,40.0,Male,user3109@gmail.com,Invalid,30000.0,0,2025-05-25,Platinum,Good
3798,6162,Bob,25.0,Male,user1708@gmail.com,+234804619664,1000000.0,10,2025-05-26,Gold,Bad
3800,5875,Grace,30.0,Male,user537@gmail.com,+234808269698,150000.0,18,2025-05-28,Platinum,Bad
3807,4255,David,35.0,Female,user4437@gmail.com,+234801980083,100000.0,12,2025-06-04,Gold,Poor
3808,9281,Bob,35.0,Male,user3843@gmail.com,+234803124479,1000000.0,17,2025-06-05,Silver,Average
3817,9135,Grace,50.0,Female,user3558@gmail.com,+234807741444,150000.0,11,2025-06-14,Gold,Poor
3819,4882,David,30.0,Male,user2220@gmail.com,+234803367306,1000000.0,16,2025-06-16,Platinum,Poor
3823,5735,Bob,35.0,Male,user2118@gmail.com,+234804707826,1000000.0,4,2025-06-20,Bronze,Excellent
3829,8212,Grace,18.0,Male,user3770@gmail.com,Invalid,50000.0,16,2025-06-26,Platinum,Average
3831,6047,David,40.0,Male,user534@gmail.com,+234801715151,70000.0,19,2025-06-28,Silver,Bad
3836,3259,Eve,60.0,Female,user4283@gmail.com,+234807604448,404993.47896967723,17,2025-07-03,Silver,Bad
3839,4294,Alice,60.0,Male,user4791@gmail.com,+234804298169,100000.0,14,2025-07-06,VIP,Poor
3841,8431,Alice,18.0,Male,user4993@gmail.com,Invalid,404993.47896967723,19,2025-07-08,VIP,Bad
3842,2230,Alice,30.0,Female,user1947@gmail.com,+234808457158,30000.0,8,2025-07-09,Bronze,Good
3846,4856,David,35.0,Male,user742@gmail.com,+234809278436,150000.0,13,2025-07-13,Bronze,Excellent
3854,3411,David,40.0,Female,user4299@gmail.com,+234808934898,50000.0,14,2025-07-21,Gold,Excellent
3859,7628,Frank,22.0,Male,user1992@gmail.com,+234808988792,1000000.0,14,2025-07-26,VIP,Poor
3862,8972,David,18.0,Female,user1628@gmail.com,+234807052801,50000.0,4,2025-07-29,Gold,Excellent
3867,7026,Charlie,60.0,Female,user2601@gmail.com,+234804928147,150000.0,18,2025-08-03,VIP,Good
3877,5131,Alice,18.0,Male,user2914@gmail.com,+234804415261,70000.0,0,2025-08-13,Gold,Bad
3880,7079,Eve,22.0,Male,user2924@gmail.com,+234809667345,404993.47896967723,6,2025-08-16,Bronze,Bad
3889,4199,Eve,60.0,Female,user4719@gmail.com,+234808964840,100000.0,7,2025-08-25,Platinum,Average
3892,7059,Eve,30.0,Male,user3383@gmail.com,+234809469493,50000.0,15,2025-08-28,Platinum,Bad
3894,6462,Hannah,18.0,Male,user815@gmail.com,+234801595545,70000.0,4,2025-08-30,VIP,Good
3897,4318,Bob,22.0,Female,user2134@gmail.com,+234801747122,404993.47896967723,9,2025-09-02,Gold,Bad
3900,5920,Alice,30.0,Male,user2201@gmail.com,Invalid,1000000.0,12,2025-09-05,Bronze,Average
3909,9080,Alice,40.0,Female,user4124@gmail.com,+234808536410,150000.0,11,2025-09-14,VIP,Poor
3915,8692,Eve,25.0,Male,user3188@gmail.com,+234806681235,100000.0,7,2025-09-20,Silver,Excellent
3921,1844,Eve,18.0,Female,user1713@gmail.com,+234801598967,50000.0,7,2025-09-26,Bronze,Average
3922,1446,Grace,50.0,Male,user3885@gmail.com,Invalid,30000.0,2,2025-09-27,Bronze,Average
3927,1226,Hannah,18.0,Male,user2134@gmail.com,+234807040925,50000.0,8,2025-10-02,Platinum,Poor
3928,5143,Eve,30.0,Female,user684@gmail.com,+234802435398,150000.0,1,2025-10-03,Silver,Excellent
3933,2932,Bob,22.0,Female,user864@gmail.com,+234803297270,150000.0,11,2025-10-08,Bronze,Good
3936,6509,Grace,40.0,Male,user724@gmail.com,+234802093261,50000.0,12,2025-10-11,Platinum,Poor
3940,2630,Charlie,60.0,Female,user727@gmail.com,Invalid,100000.0,1,2025-10-15,Bronze,Excellent
3946,4262,Grace,18.0,Male,user330@gmail.com,+234809582564,404993.47896967723,19,2025-10-21,Gold,Poor
3950,1052,Grace,22.0,Female,user697@gmail.com,+234804451273,404993.47896967723,18,2025-10-25,Bronze,Bad
3954,7901,Eve,60.0,Female,user2353@gmail.com,Invalid,404993.47896967723,11,2025-10-29,VIP,Bad
3961,5482,Bob,22.0,Male,user1241@gmail.com,+234801480755,404993.47896967723,6,2025-11-05,Platinum,Good
3965,1348,Hannah,18.0,Female,user1997@gmail.com,Invalid,30000.0,12,2025-11-09,Gold,Good
3967,8869,Eve,25.0,Female,user1686@gmail.com,+234804255329,100000.0,10,2025-11-11,VIP,Bad
3968,1307,Grace,25.0,Male,user2285@gmail.com,+234804823524,100000.0,14,2025-11-12,Platinum,Poor
3971,4558,Eve,40.0,Male,user3223@gmail.com,+234801012044,70000.0,4,2025-11-15,Silver,Good
3976,9112,Grace,35.0,Male,user97@gmail.com,Invalid,70000.0,12,2025-11-20,Gold,Average
3978,3547,Hannah,50.0,Male,user4751@gmail.com,+234802299600,150000.0,2,2025-11-22,Gold,Bad
3993,5876,Alice,30.0,Male,user1625@gmail.com,+234805240114,50000.0,13,2025-12-07,Platinum,Poor
4004,7751,Bob,60.0,Male,user384@gmail.com,+234805639872,50000.0,16,2025-12-18,Gold,Average
4006,2756,Hannah,18.0,Male,user98@gmail.com,+234807007700,70000.0,16,2025-12-20,Bronze,Excellent
4008,3828,Charlie,25.0,Female,user1004@gmail.com,+234801617905,100000.0,9,2025-12-22,Gold,Bad
4015,7622,Alice,30.0,Female,user4142@gmail.com,+234807353250,30000.0,4,2025-12-29,Platinum,Bad
4021,4072,Hannah,22.0,Female,user1368@gmail.com,+234804290084,50000.0,9,2026-01-04,VIP,Good
4022,3786,Hannah,35.0,Female,user2387@gmail.com,+234804477874,150000.0,14,2026-01-05,Silver,Bad
4023,4791,Hannah,60.0,Male,user3350@gmail.com,+234804080095,100000.0,17,2026-01-06,Gold,Poor
4026,2504,Hannah,35.0,Female,user3399@gmail.com,+234803247807,1000000.0,5,2026-01-09,Platinum,Poor
4027,4308,David,30.0,Male,user4200@gmail.com,+234808146096,404993.47896967723,12,2026-01-10,Silver,Poor
4029,6048,Grace,35.0,Female,user2014@gmail.com,+234803877695,1000000.0,10,2026-01-12,Platinum,Good
4034,8850,Charlie,30.0,Female,user4954@gmail.com,+234808535765,404993.47896967723,6,2026-01-17,VIP,Poor
4036,2504,Charlie,40.0,Female,user3131@gmail.com,+234809742626,30000.0,3,2026-01-19,Platinum,Excellent
4037,9924,Frank,22.0,Male,user2835@gmail.com,+234805578421,100000.0,9,2026-01-20,Silver,Excellent
4039,9615,Frank,22.0,Male,user2615@gmail.com,+234809951914,404993.47896967723,14,2026-01-22,Bronze,Excellent
4050,2874,Charlie,50.0,Female,user1834@gmail.com,+234801378177,150000.0,13,2026-02-02,Platinum,Good
4053,2051,Frank,60.0,Male,user2236@gmail.com,+234805502985,404993.47896967723,16,2026-02-05,VIP,Bad
4060,4359,Bob,30.0,Male,user3271@gmail.com,+234808199720,50000.0,16,2026-02-12,VIP,Good
4063,6366,Hannah,30.0,Male,user342@gmail.com,+234802160735,70000.0,1,2026-02-15,Platinum,Good
4065,7226,Bob,30.0,Male,user4737@gmail.com,+234808811604,50000.0,9,2026-02-17,Platinum,Average
4068,9039,Frank,30.0,Male,user957@gmail.com,+234809425654,30000.0,7,2026-02-20,Gold,Excellent
4069,5891,Grace,30.0,Male,user4155@gmail.com,+234807630457,404993.47896967723,14,2026-02-21,Silver,Good
4074,5567,Frank,30.0,Female,user3383@gmail.com,+234803992118,70000.0,0,2026-02-26,Silver,Average
4076,5005,Grace,30.0,Male,user4210@gmail.com,+234802356285,30000.0,15,2026-02-28,Bronze,Good
4079,4358,Bob,40.0,Female,user1274@gmail.com,+234804498243,70000.0,17,2026-03-03,VIP,Excellent
4085,2273,Grace,30.0,Male,user4283@gmail.com,+234804879466,70000.0,9,2026-03-09,Platinum,Bad
4086,7653,Alice,35.0,Female,user1929@gmail.com,+234807748899,50000.0,5,2026-03-10,Bronze,Excellent
4087,2096,Eve,60.0,Male,user4844@gmail.com,+234807117099,1000000.0,4,2026-03-11,Silver,Poor
4089,5247,David,30.0,Male,user968@gmail.com,+234807127394,150000.0,17,2026-03-13,Gold,Average
4090,6314,Charlie,30.0,Female,user2718@gmail.com,+234801844438,1000000.0,5,2026-03-14,Gold,Poor
4092,1270,Grace,60.0,Male,user2992@gmail.com,+234803427246,1000000.0,4,2026-03-16,Silver,Good
4093,2186,Bob,30.0,Male,user125@gmail.com,+234808413607,50000.0,11,2026-03-17,VIP,Excellent
4094,7305,Charlie,30.0,Female,user4926@gmail.com,Invalid,150000.0,8,2026-03-18,Silver,Good
4097,8299,Grace,30.0,Female,user4104@gmail.com,+234805428331,1000000.0,19,2026-03-21,Gold,Excellent
4100,7511,Grace,30.0,Female,user118@gmail.com,+234808065295,30000.0,18,2026-03-24,Gold,Excellent
4107,1627,Hannah,30.0,Female,user2253@gmail.com,+234809458156,100000.0,14,2026-03-31,Gold,Excellent
4108,7589,Grace,60.0,Female,user4084@gmail.com,+234804990911,30000.0,15,2026-04-01,Bronze,Poor
4111,6884,David,18.0,Female,user951@gmail.com,+234809917470,50000.0,19,2026-04-04,Platinum,Excellent
4112,9185,Charlie,18.0,Male,user3003@gmail.com,+234802606528,50000.0,16,2026-04-05,Gold,Excellent
4115,6043,Hannah,35.0,Female,user4358@gmail.com,+234803894388,150000.0,16,2026-04-08,Gold,Good
4121,9662,Eve,35.0,Male,user1639@gmail.com,+234805102933,50000.0,13,2026-04-14,VIP,Excellent
4124,9721,Grace,18.0,Male,user2979@gmail.com,+234803286267,150000.0,15,2026-04-17,Bronze,Excellent
4125,5059,Hannah,40.0,Female,user2403@gmail.com,Invalid,100000.0,8,2026-04-18,Platinum,Excellent
4128,8409,Alice,22.0,Male,user2371@gmail.com,+234802663085,1000000.0,14,2026-04-21,Platinum,Good
4130,8347,Grace,18.0,Female,user2235@gmail.com,Invalid,100000.0,9,2026-04-23,Silver,Average
4138,7009,Eve,22.0,Female,user4374@gmail.com,+234802372173,30000.0,1,2026-05-01,Silver,Good
4139,2716,Grace,30.0,Female,user93@gmail.com,+234804966149,70000.0,14,2026-05-02,Bronze,Bad
4145,8616,Grace,50.0,Male,user603@gmail.com,+234803053111,1000000.0,12,2026-05-08,Bronze,Average
4146,9551,Frank,50.0,Male,user490@gmail.com,+234809805000,1000000.0,2,2026-05-09,Gold,Average
4156,8036,Hannah,30.0,Male,user1107@gmail.com,+234803791383,70000.0,9,2026-05-19,Platinum,Good
4157,9923,Hannah,22.0,Male,user1802@gmail.com,+234804140169,50000.0,5,2026-05-20,VIP,Good
4165,2587,Alice,30.0,Male,user2390@gmail.com,+234803768933,150000.0,8,2026-05-28,Platinum,Excellent
4166,8000,Bob,35.0,Female,user80@gmail.com,+234808134930,404993.47896967723,1,2026-05-29,Gold,Good
4170,5647,Grace,50.0,Female,user4196@gmail.com,+234803916412,404993.47896967723,14,2026-06-02,Silver,Excellent
4172,4904,David,18.0,Female,user1264@gmail.com,+234802699002,150000.0,5,2026-06-04,Platinum,Average
